date,sushi_usd,uni_usd,eth_usd,comp_usd,link_usd,yfi_usd
2020-09-09,2.3897450209976716,,337.84505193506857,173.72771023445327,11.753657114303257,22405.573582869885
2020-09-10,2.930430513653678,,351.2322670832359,177.84962342982823,12.35561608257508,28543.541984834144
2020-09-11,2.4261501529146887,,367.7879348109583,172.19888621120643,12.533977753461631,33670.029133971664
2020-09-12,2.6331136024177195,,373.9079622546078,173.31186425958688,12.467350869311517,37822.68497270975
2020-09-13,2.585518400981645,,387.72351629002264,180.3211116296477,12.716193873691326,43275.867459580615
2020-09-14,2.2941808941718373,,366.1003526366457,164.22899174557514,12.01627150634827,36727.67576854644
2020-09-15,2.5521707467237644,,376.7815195031208,166.06805641100706,12.135384676690952,39549.516557579576
2020-09-16,1.6977868095803756,,364.35782704589775,154.78267426845954,10.94819522566572,35894.241290641236
2020-09-17,1.5012723275753892,2.9696706531528196,364.9421727930465,153.10631009550426,10.714351848228903,34657.17973831933
2020-09-18,1.6002782637379067,3.443832391414463,389.25362413378,158.25150618185586,11.001507703836374,33156.894061752966
2020-09-19,1.6917094232659817,6.936581422958285,383.17286599152135,153.30007636864104,10.051059626440566,32998.36174787617
2020-09-20,1.7621840153438806,5.756238401444012,385.0389013132142,152.07513671424928,10.124324881923025,30843.04336065928
2020-09-21,1.6322538906538908,5.2565793825170735,370.9678951624775,144.67047075913544,9.747248128291023,27869.92838786227
2020-09-22,1.4262031720739976,4.280880847836521,341.27713087183076,128.6283963337318,8.714207345294419,24011.645082296895
2020-09-23,1.3884836756558514,3.9004596331977894,343.9175471009491,143.93813492294703,8.743948449700568,24980.789496713107
2020-09-24,1.2575036972360771,4.342896875450136,320.01582677971794,127.26622368829746,7.643842266149506,21383.77200365846
2020-09-25,1.4126271313046477,5.163638581412766,348.8210199785493,138.8605082402744,9.83221697387039,25136.003374626278
2020-09-26,1.4133631071828445,4.912126832448479,351.81054998643424,139.5169751183169,10.716493959896875,26825.54331636301
2020-09-27,1.3916331977420067,4.866274764662214,353.8936761662694,144.26753008112632,10.3177566620664,31571.173803452304
2020-09-28,1.3761790071318876,4.8449853913098195,357.0664364067552,139.4316720364252,10.784606578530678,30593.895120688598
2020-09-29,1.2795321606722012,4.25191370645272,354.4295835375506,131.3971634836593,10.239778434874939,28524.21042833156
2020-09-30,1.2436181233543964,4.34148712066533,359.60454842297924,133.06180900813996,10.12656965920447,25028.814567952013
2020-10-01,1.282319959055561,4.1662998255750106,359.3525736951381,133.91370880726387,9.939282280077203,23984.125992069017
2020-10-02,1.2451505039732005,4.196079483325884,353.1978481381707,129.1882228746319,9.564807585203958,22607.102145923775
2020-10-03,1.1054794519765787,3.8694115886535427,345.9125682279143,120.16634790117223,9.169006189669135,21076.595932495973
2020-10-04,1.0653329101441142,3.8950499777028713,346.0507808464497,121.52633177643366,9.270142288054117,18923.830225279227
2020-10-05,0.8907888286326593,3.726206601386876,352.4588065039611,119.50152084022746,9.465769022676577,19149.696212170536
2020-10-06,0.8430361805588278,3.320548666216763,353.6044273109067,122.08207982749917,9.611590933129055,19025.95891779978
2020-10-07,0.6167225804968169,2.692316035364427,340.6160218128092,105.60221927721184,8.763621293769846,16614.90835471327
2020-10-08,0.6555009501183898,2.9432518934114023,341.7403838210948,110.94982351785218,8.984733900720006,14875.711090726098
2020-10-09,0.7691426425011283,3.3395368918289408,351.3576494897685,107.99527370943608,9.547198308851497,16616.81809135647
2020-10-10,0.8297508060366469,3.3921693078883113,365.025951352415,115.67390458064449,10.403298735026125,18147.54072850288
2020-10-11,0.7461762511970679,3.298512186270176,371.37489159680723,113.8966142214603,10.52781623177753,16051.800310316328
2020-10-12,0.7537733622037748,3.358881815560351,374.4970150925736,115.45057999348525,10.820502098829232,16882.052533740054
2020-10-13,0.7641397496652221,3.444288340889449,386.8815914663434,117.00781541367836,11.445539853984918,16434.72595491322
2020-10-14,0.7477393740554442,3.359079390576484,381.07888131280794,114.0112422349333,10.999816511182596,15668.57181618126
2020-10-15,0.71538805688999,3.098756450786781,379.566363215087,107.72116197276219,10.87892680080319,14445.8456245337
2020-10-16,0.6999141127224863,3.0792981542658775,377.15868107868175,106.39999172598547,10.680090131773635,14329.744614316267
2020-10-17,0.6503001812603089,3.0286560956008817,365.659372575543,103.2236304734687,10.594982741167334,13428.000550491905
2020-10-18,0.6660232775986284,3.0584112322659442,368.64679529353197,103.05722586007931,10.617524551083534,14045.04828746066
2020-10-19,0.7100605251789254,3.2753700879834837,377.97329389403757,104.67096756437195,10.937445865057713,15374.14922326037
2020-10-20,0.6686265420296595,3.1799939425758104,378.87810817776216,102.8336725366242,10.918418890518456,13935.670119768252
2020-10-21,0.6305061298082038,2.850808292513989,368.3114919844194,94.65178407322992,9.871536824413582,13072.299971733122
2020-10-22,0.6695600263654559,2.9315117694623343,391.16674217757225,95.34196143056252,10.812855154039745,13381.044094180155
2020-10-23,0.6624550427756037,3.018223704836639,413.55852412303034,101.80161619205603,11.90604344378033,13694.39787825009
2020-10-24,0.6598846221357779,3.0080256126601337,409.24821734191613,102.78148971176823,12.131409051892815,14874.936344090798
2020-10-25,0.6493531244473651,2.9311120529868027,410.6637631418196,105.02005875700152,12.682432781886563,14815.68026349266
2020-10-26,0.6186249287701799,2.7735362969292106,405.0029275921872,100.74224899041485,12.106092328112412,14225.225300866667
2020-10-27,0.6212564335938094,2.7169571374832664,393.5103576843557,99.9357871351598,11.743952542194565,13749.804009229907
2020-10-28,0.6940413949217099,2.8024334621092417,403.529837833562,108.82720428676588,11.972447725904928,13382.908491824717
2020-10-29,0.638364746375585,2.665970345558972,389.46696115412504,107.99406885591787,11.45714582916199,12555.193997656663
2020-10-30,0.6434118038028745,2.534915280278417,386.8642017646467,95.11479245630497,11.27751776372058,10812.024669776918
2020-10-31,0.5980949522049732,2.392045073075418,382.07483474544705,92.04885410339953,11.078230779251578,11014.219761111599
2020-11-01,0.6091905388707675,2.2579169438344886,385.8445887975079,91.11059389025473,11.194934187472763,10570.957636401858
2020-11-02,0.6100086345548963,2.376217532579689,394.9363420491719,94.37989032901194,11.57380064401601,10756.585059471641
2020-11-03,0.5828220798565632,2.251773695538215,381.64399434348036,91.0295077932745,10.797816819104488,10074.158762760864
2020-11-04,0.5244187598069315,2.137337380125421,388.42376531637166,87.34112907577305,10.403416438337368,9351.018203475167
2020-11-05,0.4919093599695479,1.9318803169035808,401.7330968324722,88.57478230100543,10.467590577237308,8549.394215164597
2020-11-06,0.5168031489784677,2.184435251840116,415.9277704309719,90.84884136218395,11.02595949243017,8446.591321261927
2020-11-07,0.6156288909208713,2.6196923854461076,459.16956377991585,95.6981390960555,12.190261614562031,11866.58883478979
2020-11-08,0.6025394802808842,2.44078667348013,434.0904461320041,91.67797661300332,11.570937415642776,14220.707246751957
2020-11-09,0.6368236959272454,2.856032954677859,453.47970619175976,96.90890441096617,12.637283671624592,15117.877037189002
2020-11-10,0.5977046544237379,2.653102737341664,442.91571041203656,94.49650257191317,12.501548239592415,14832.565321911447
2020-11-11,0.6729436003028118,3.060584007563597,449.71758933610727,102.05496967199994,13.035378516000826,18284.235821645645
2020-11-12,0.663776715575144,2.8692616325689695,454.7162713473462,103.04974267895999,12.798280239917224,16695.928972250258
2020-11-13,0.6907720407402487,2.9621343171056673,463.28218095644445,104.07292895685103,12.350762784600803,15451.7731239263
2020-11-14,0.9358005657564199,3.8763444785468115,474.66173309042426,116.03505492171541,12.815634941001191,17692.196160792886
2020-11-15,1.0550966760376626,3.811713208353668,462.0127672628096,121.03468635804661,12.55555656675452,17328.467231006143
2020-11-16,1.2444182947230369,3.868201717783345,449.5868927799823,120.01012949136705,12.055530725380898,17599.84566250442
2020-11-17,1.317032252253652,3.6173605621240186,464.11482614382186,120.8914060394835,12.619121581727208,18532.910097856733
2020-11-18,1.2828663110782177,3.7797358136620187,483.1504166881707,120.15255343701841,13.097170218221965,23523.817861370477
2020-11-19,1.150137032573585,3.430937630971626,478.28650506470666,114.36347673757523,13.343163665350069,25527.950007916705
2020-11-20,1.5035836915039587,3.7942973646180813,471.31795839441156,113.84181968920261,13.686243693996197,27366.78709539107
2020-11-21,1.6231414537519278,3.82606665818225,509.0726403354012,116.17138671299135,14.177961583638655,26601.93009428927
2020-11-22,1.589635222777944,3.8770972393650305,550.4989791914996,127.12249152260519,15.422684566972453,24559.737398970832
2020-11-23,1.6365670453405217,3.722797015645476,562.9283454119195,117.17934225303078,14.612063237245554,24763.441394668935
2020-11-24,1.5024241885950371,4.165373706252137,608.2733109189421,125.97266879500245,15.279488767186447,24918.549944233906
2020-11-25,1.325702560402176,4.050778854870567,601.9014844870073,127.33412755787617,15.589239252460796,24398.497331071685
2020-11-26,1.2200192294197347,3.688935235134281,568.2751530404493,123.13990076119057,14.242804329645983,22254.595123343202
2020-11-27,1.4473882767012587,3.4435216464691503,517.2194500793184,106.93364856726075,12.592984388499563,24291.585848943847
2020-11-28,1.444689318355869,3.298415966498902,515.8261396829135,104.53370822649542,12.491782652061152,23407.265927504897
2020-11-29,1.368795812277891,3.438152114345642,536.7377892408421,108.2217424287734,13.070990922202325,23122.66003739981
2020-11-30,1.418253338883484,3.56390285310014,576.2218028312687,110.63793980877693,13.688077117295906,24858.857040218514
2020-12-01,1.5684390269686421,3.764949141730486,613.1562778090039,111.45323090178137,14.224489391815984,26215.22047746337
2020-12-02,1.9373789197174223,3.5610328724095686,587.686342196825,105.3822956274653,13.377366326267245,26018.400066666527
2020-12-03,2.1940764917692066,3.9749852476200704,598.760610095824,114.12953299949142,13.998576712770555,30489.905947110063
2020-12-04,2.128059390826857,3.8823259032595683,614.8748033116684,131.8573016790111,13.963856482304424,29635.86361405538
2020-12-05,1.8954709342272231,3.523715216635389,564.0763137005305,126.46812071472213,12.70609995247794,26766.760054505387
2020-12-06,2.314519124485421,3.692721549777468,595.9194139680376,142.29191804407495,13.165453065146213,29381.867274896194
2020-12-07,2.1806505439089703,3.6521953308852195,601.6939764413299,136.97316584686956,13.459379191586503,28783.953516564437
2020-12-08,2.3955516451088066,3.7494726263984446,590.4577762919561,149.6563580675567,13.068166025476877,28532.390520412213
2020-12-09,2.121546905032378,3.2956406150214703,554.5619523469829,154.75720963528642,12.10382476132391,25433.1158753634
2020-12-10,2.210404603632149,3.361203998549995,573.4202042988286,165.35792692316497,12.639898373217148,26065.43142127439
2020-12-11,2.131758644745951,3.2426462008000745,559.4030952456889,148.42110162150468,11.940113473668701,23741.605583432727
2020-12-12,1.9824203344228,2.996005227240848,548.6646756183211,143.88565501106947,11.742408513150966,23434.437874388135
2020-12-13,2.162343503088355,3.1278424993814165,568.4688340117078,144.36842961188592,12.361761117542471,25399.94922302368
2020-12-14,2.374226662364817,3.330154879105268,586.3563945741018,145.82917795309197,12.84663405154437,25970.226961945842
2020-12-15,2.599127525634696,3.4819323869556587,586.7883871093094,153.04456002476803,12.835338912076,25812.931892096458
2020-12-16,2.738022693044251,3.333949272776269,588.8050106063203,150.05682371529096,12.606501604535346,24352.587999978947
2020-12-17,2.8410795064150487,3.5682243773074545,640.7507395708677,155.9625139439601,13.461575835420703,27013.547086067818
2020-12-18,2.6633073527637356,3.603738024296569,639.0395322147778,175.7375453886524,13.255778738243556,26082.1816003728
2020-12-19,2.8218106114768067,3.761828216949546,654.36833441209,159.12413695029906,13.502471082025068,27660.45658634319
2020-12-20,2.8827867941722167,3.927553548188934,659.3188076372094,155.43228911620372,13.484160089387005,27443.195025125464
2020-12-21,2.690814245967957,3.8010097795989486,638.3662073925346,152.42238933292924,13.074164068772017,26103.566619043657
2020-12-22,2.5362254187946904,3.5342319380204104,611.7989108035856,143.03772000051362,12.354972068780933,24729.06549685892
2020-12-23,2.7134438700943178,3.7741636638542198,636.698283975233,146.15817114251806,12.850823865493828,24966.843317510768
2020-12-24,2.215834022892113,3.257274861641342,586.2138116789841,128.51272761768317,10.847683655631636,20171.06429321097
2020-12-25,2.5902018893603924,3.5123352667827676,610.182074016895,135.79962145259347,11.600563317080054,23796.696973288646
2020-12-26,2.4944821432266604,3.5003627008007636,626.4567387784558,137.35038844911452,11.579501513996727,23559.525406162742
2020-12-27,2.397645203657072,3.4221665464953777,636.5247441856997,130.0990175885355,10.99657269273778,22480.697815750515
2020-12-28,2.636008954422637,3.6031573655645115,687.3746793480185,131.8425798663105,12.307763592678036,23457.95471806535
2020-12-29,2.619815109963291,3.7353916631652893,731.7588711900119,145.82516802025654,12.906945165784268,22972.401482584228
2020-12-30,2.5165353425131203,3.6648342384175576,735.9784407968718,140.35721692564746,11.698633565632923,22645.410031093747
2020-12-31,2.5355423473766834,4.160965788787797,753.386295800274,155.0019592345207,11.352482021849134,21843.771597572344
2021-01-01,2.8317869087679823,5.13531924466076,731.7350999046926,147.65872029251597,11.176571179573987,22797.20947955227
2021-01-02,3.2071228197495154,4.57859050788596,730.1473402196374,142.6126284666499,11.860775871164504,21630.321393258797
2021-01-03,3.1540080863559052,4.840052303892964,773.3848335090518,137.0855210968518,12.286609997530935,21630.14238819287
2021-01-04,3.5127732394769526,5.431294006235813,967.0005967288458,148.37546701331962,13.649759488970336,23752.77833249569
2021-01-05,3.509364821024538,5.2688424324048215,1043.940295703174,146.96625038342916,13.45569982515177,22928.890302208667
2021-01-06,3.8849690267680317,6.239219738267372,1103.3582516225742,162.64770671449958,14.566997045455727,23789.26082033733
2021-01-07,3.848896525877926,6.413648510725501,1208.5750928728885,181.52554233309908,17.221302097010362,24752.19956363507
2021-01-08,3.966497590197479,6.293828840179842,1226.4265980778073,174.44929263468268,16.07227199596808,33171.73586857471
2021-01-09,4.370922077240569,5.894834107026491,1223.7296883535275,165.82353394285215,15.417009786005975,35331.16109747366
2021-01-10,4.756607063759783,6.384285790432924,1290.9441780631637,187.58096287994914,17.660360542494583,36792.2951904016
2021-01-11,4.405808604833107,5.950064162768968,1242.920895431374,197.08379838182046,16.015265253362728,33170.505202925735
2021-01-12,3.7617116952205634,5.118640379409826,1092.9143378806064,168.58138223471718,14.14883548252407,30093.962299945862
2021-01-13,4.226319723286153,5.537496767786355,1016.1068502164529,184.27661349845818,13.816388121561081,29497.53253426181
2021-01-14,5.107447996163476,6.324646425266013,1132.0155910164729,214.95315237711554,16.018748167615087,32891.073674722255
2021-01-15,5.619456795060201,6.896083361337114,1240.7892202005373,211.0685839323786,17.55546535535572,31860.630408263045
2021-01-16,6.520367277025343,7.213552509435237,1194.139982624024,202.61821653367437,21.701349444329637,30326.067469180725
2021-01-17,6.960439590879256,8.312107906071875,1225.900959989895,203.3224016787607,19.584898231926882,33656.46971639948
2021-01-18,7.050677748394031,8.672776960480988,1229.379698072007,218.42149867472082,23.033005413990114,34631.36849332973
2021-01-19,7.5028517408986275,9.19034334621794,1255.7452740709393,225.82799060596048,21.864912234478002,38043.30139129932
2021-01-20,6.736992896307674,8.696729826998082,1383.4840902277115,211.2768484886842,20.756249560741566,34786.03398178741
2021-01-21,7.180405876617773,8.969755706738658,1373.5994564584646,212.96925825838701,21.83947667179103,34084.48890103774
2021-01-22,5.499686600212052,7.399738599700207,1122.912432537305,171.11516860953913,18.066883708656274,27533.064427158813
2021-01-23,6.64302886730711,8.711255875570838,1208.755037272437,200.12458852615475,21.511112695250823,30624.992678872335
2021-01-24,7.130686800566335,9.200600080531515,1222.7678986848568,206.94209255717254,24.753455491577675,30365.66496611266
2021-01-25,8.350695895317736,12.152935335995405,1392.5397634449737,256.38414423198327,25.36675160894884,32282.120450123854
2021-01-26,7.707942040579293,11.81245471958265,1342.664253763359,215.22150614800682,23.659377402807134,29792.134446552493
2021-01-27,8.071799390110874,13.79671791735524,1356.7222434967919,237.10029136084955,22.811519148267923,30217.75977025638
2021-01-28,7.117195862858782,14.78869706301664,1247.0861253014698,216.31214364854984,21.082013441328925,27804.22090534013
2021-01-29,8.361928033015356,14.128669091790503,1338.3364864561554,254.8903101722264,23.402926368601296,29709.38605303484
2021-01-30,9.073572819500349,15.551068012712426,1380.2842591352105,299.3723885577458,22.727360804117158,30036.739232190226
2021-01-31,10.271648597127069,19.6375784874805,1372.427228964234,333.79914947501334,23.49899812209637,30982.365927483883
2021-02-01,10.0555157472055,17.851204613416197,1310.2642972982846,346.51803124603623,22.543685502130717,30189.28493659099
2021-02-02,12.951361314808985,20.338667793378665,1366.1785741235242,362.38289847588953,22.95668736461538,31116.288939166654
2021-02-03,12.669256850435083,19.072254090511567,1511.8995341776133,356.31997623217507,23.695975580122607,31727.532657524862
2021-02-04,14.312138454254372,19.877210553238456,1669.6920090457684,389.31069093820594,25.07576641456784,33978.45139765619
2021-02-05,15.360222705377879,20.046299963873743,1596.080535942962,455.0618842570658,24.510912265257314,31055.4998841945
2021-02-06,15.027018413463125,21.27220110604266,1728.1871199441287,535.2873989417362,26.565551796365767,32597.57357622202
2021-02-07,13.671910269327025,19.229889165903025,1677.805714320241,461.9030441321181,24.99015532686104,31513.277086589438
2021-02-08,13.095512524777506,18.582838493435663,1608.6405479857196,457.24107203088795,24.694064960290664,30789.272270017085
2021-02-09,14.18793336774441,19.43429817119742,1770.2081633747737,450.69760595012065,25.67677696987247,32664.09584042136
2021-02-10,14.3273056691842,19.51222214792284,1769.053533934599,488.7375515228145,27.66886466690488,35097.258975545
2021-02-11,14.83455886596091,20.639765984087056,1739.164209004836,475.13566976371294,26.786586718842067,36220.22884989735
2021-02-12,16.87982216753701,21.473246483515222,1784.3355424268182,502.0393063567577,27.831572217660028,43980.62848313595
2021-02-13,16.584230320779145,22.851555131443135,1841.1977507032907,535.781702543413,30.830078165431868,47117.15124158468
2021-02-14,15.901974728504404,21.77499514646512,1812.861768400041,512.1463271676873,34.18318070913842,47063.56331645726
2021-02-15,15.019387267904492,20.852111804342726,1800.1002193692593,472.8631061716789,33.18851483318714,43464.21604554864
2021-02-16,17.1586453959134,19.98441898904163,1777.7070033664577,459.0159454491215,32.54726512915863,41042.74918089294
2021-02-17,16.457225360370206,20.3917566403447,1782.837345629066,456.70426885242426,31.942270880240383,42949.59497860389
2021-02-18,16.389589379919098,21.46977238015718,1845.5739221567521,474.1944019280736,32.400483336426106,43973.170413438565
2021-02-19,15.799204530664982,21.28599143004095,1942.9835183600258,458.80625351717896,32.56424877762639,44496.27887606936
2021-02-20,14.584978262540668,20.204193601723727,1968.858479386311,453.0146451599703,34.90034448560798,45269.14031534435
2021-02-21,18.299053062105926,29.253103782254826,1929.367692879665,456.0190500639547,34.234837285690624,42803.939354698894
2021-02-22,17.277672102407283,28.99642072286137,1941.4267676797988,455.2155702085459,34.13315455464054,43263.27285559266
2021-02-23,16.29669789780577,27.785917196780385,1789.6709181575138,425.91349946548803,31.6955456958988,38560.86320530355
2021-02-24,14.850448407661363,24.93156319614917,1563.9246059011416,382.6349262898651,25.758910786191365,33422.440083262896
2021-02-25,14.763472215527251,25.369173807347188,1628.391533792655,438.7835142165573,28.20875503054046,33763.45703255014
2021-02-26,14.302548417984674,23.253171941791493,1468.8601037286776,395.54647091140004,24.69332753154624,31343.105430841926
2021-02-27,15.340314948677767,23.173662083668237,1451.0897866749494,398.90244670431724,25.257766612925863,31241.32989614017
2021-02-28,16.463879514099535,23.618194960234987,1480.1295768477528,402.26753085815676,26.39261542619333,31409.743063912585
2021-03-01,15.04536554635346,22.131703579533085,1414.8198563224723,400.15159788437785,24.855099163431426,31259.282411726792
2021-03-02,18.828959719705743,25.59269877101533,1569.9128575216018,495.37329482347263,27.69774111976792,34984.342330095074
2021-03-03,17.925825274457928,25.6466044599516,1497.0891042633873,501.16303823980934,28.516972946176104,33393.48166604701
2021-03-04,17.464294012352447,25.486634117740195,1570.0007898884194,494.20614012560355,30.04607011028272,33631.81260365442
2021-03-05,17.408828021403334,28.36821522662155,1546.4996211167372,472.4578817331986,27.7087295526738,31346.388974260666
2021-03-06,16.724015524217,28.36938872448529,1539.0484290947375,478.94862279618013,28.02329998228286,32433.75969833946
2021-03-07,16.6609323239705,28.78027964415905,1659.5932851644286,493.0371923381131,28.251534935228555,34101.75377835669
2021-03-08,18.020357277639768,34.32952970777358,1727.463096224567,489.7213273959232,28.57150965057764,39081.78376579815
2021-03-09,17.28388950779217,33.367766517684345,1837.152613629732,479.49764710617615,31.863128439199627,39903.26457097228
2021-03-10,19.761655728857246,33.090123509297584,1869.3311016255,502.3780301434093,31.57922371478598,39177.22828256492
2021-03-11,17.899889101986908,30.935873695471596,1802.3110916881178,460.12507271979814,29.78385308433701,37780.26512145583
2021-03-12,18.607714665140012,31.033955819076773,1831.4250761380626,466.8403928805216,30.094396515130132,37971.45199622507
2021-03-13,19.37740780953497,30.924771678282536,1768.8863242051966,435.2138320977609,28.38076362515972,35350.850387260754
2021-03-14,22.972763943988767,32.47143805549503,1927.7207203999014,465.2662662205105,29.74269409317488,38294.994151212864
2021-03-15,20.901447671799634,30.67744275045709,1856.7073914468244,441.22877621375045,28.95394690248926,36081.109195946156
2021-03-16,19.76882306934341,29.673658313051263,1791.047851830107,431.6063724787815,27.462624507442797,34534.66442685342
2021-03-17,20.302247020748176,30.339649417250072,1808.5512173614395,433.0460742694017,28.007266587512245,35490.811151387694
2021-03-18,20.099584753866313,31.655334270404964,1828.7548332342565,443.0716180434309,31.09896778876871,35520.48461554229
2021-03-19,19.914906851767206,30.193059729974337,1788.926967754657,433.25240888537655,29.080890218326847,35941.72088026331
2021-03-20,20.271191511914754,33.56628448351872,1823.892672267148,437.54106852331194,30.16569358953017,36218.164923022734
2021-03-21,19.755572790092586,32.699432126742494,1823.1972946529008,414.27275560331583,29.96997190817189,35519.86021359507
2021-03-22,18.75571273486453,32.711203977414144,1790.3780747526928,401.7987330127392,29.299606751218036,35273.63165835257
2021-03-23,17.366167181794225,32.930840011185104,1680.3067759738428,376.5685353853016,27.170652052509073,33551.914258246885
2021-03-24,16.467150125703032,31.092701843068866,1673.8591835627929,355.30483174762605,26.527318053496984,33833.951111657145
2021-03-25,14.938104914282652,27.227296109153464,1584.8475432213427,346.3925468679256,24.763133647666372,30784.894670744092
2021-03-26,15.046942286727607,26.869841959033003,1585.9402460547426,364.7969943425966,25.67567663658411,31838.018763414668
2021-03-27,16.790282725221964,29.323643937006267,1723.9272799696316,372.55243801649897,27.58728383932441,33402.03668762564
2021-03-28,16.136284945338456,28.06960779674104,1713.8378756834459,360.95079267839685,26.831572803396124,32569.28725294309
2021-03-29,15.237285684061323,27.831297192452332,1687.0837087436876,361.8182739030148,26.5288598904756,32625.040549046586
2021-03-30,15.75535801708814,28.995674163221597,1818.0358853519901,412.2905445409704,28.041688369507675,35178.73678134019
2021-03-31,15.511453032159158,28.577438231011357,1840.294951985396,402.6429873816104,27.79237678874566,35544.90595617836
2021-04-01,14.963011605073872,28.223092585445375,1926.0538674703232,400.5570314753106,29.189755410668372,36539.23552434362
2021-04-02,14.746304165610342,28.720434243968082,1963.295834148663,452.43573354599187,29.998174117879756,36284.78049173304
2021-04-03,16.485734766968633,30.5631742406003,2140.1212829625833,495.00350586943387,32.7782008955426,39278.469988259276
2021-04-04,14.768442008890965,30.10372017770733,2007.5076445642096,478.25439501141204,29.200586656276847,36443.94062437415
2021-04-05,15.249339021239987,31.01591744556072,2078.744252422659,550.5314063366276,30.813973764974115,37765.69451348085
2021-04-06,15.048198448808742,30.73890642419465,2102.593058773681,510.9488946048357,32.3555256164164,38575.72383208624
2021-04-07,15.332523178941457,31.274320120032986,2113.235054197165,482.2855146399266,34.77497601537928,41587.258401277504
2021-04-08,13.912426398134677,28.616200276208147,1976.3475793043633,443.2906246987386,31.2658584679489,44732.06133201823
2021-04-09,14.42461840871237,30.201264605450547,2081.574469774459,456.18559509520514,32.73165651898828,47334.34700325824
2021-04-10,14.527926479628148,29.52624577101798,2069.6677960855295,453.1278537766993,31.6299811657583,45957.81915911248
2021-04-11,14.527816608639005,29.756178746017703,2140.7594587112762,450.5308179282724,31.896089279220853,44590.94735512357
2021-04-12,14.164480932275227,29.91271945032329,2150.2651427927744,460.45574857554624,33.81231351140615,45186.34267697246
2021-04-13,16.0791119901625,36.80217088322421,2140.933734342732,465.0437751497782,33.113971046740154,43264.17288289303
2021-04-14,15.922052515081317,35.53405071770624,2309.20653984663,486.3149053930252,35.7693064550229,45040.7754375028
2021-04-15,17.554876847150247,36.073858891603614,2429.6615277515734,484.4421104362172,41.2557773773304,47230.61359179492
2021-04-16,17.5928897129604,37.780421125011515,2516.2919310321254,563.812788937587,42.7147518893946,50471.42157879338
2021-04-17,16.330268727486573,36.23721695811021,2432.6690843101374,563.6713791899707,41.861630819823034,52660.67068150889
2021-04-18,15.920746081517253,34.8931536877038,2329.9076987335543,536.8082130928004,40.02430067279996,49288.08801726513
2021-04-19,13.998502688668863,31.329391067092118,2220.4935932307876,486.1923134921299,38.8044442090963,52504.84001209553
2021-04-20,12.182422737681122,31.345466854040474,2168.032726735651,475.6589540755074,35.9990709094387,46863.08550548388
2021-04-21,12.644593638963721,31.968636497777066,2337.549292396464,483.49930019171813,38.9799468049233,49544.72365246277
2021-04-22,12.466750587404976,33.48270701781829,2373.501344298211,492.8803916981122,36.46467560500079,44963.92607949723
2021-04-23,12.39109129854159,34.18675436757755,2416.713234165697,535.6002897290455,35.45934193847768,45677.1869174677
2021-04-24,11.815943387616883,33.00375499985232,2371.556038804917,622.2080007360722,35.17013950930738,43125.15936322117
2021-04-25,10.651298890281609,30.14752695984577,2212.8437976342047,569.3907772775624,31.184200806270564,39556.343202030694
2021-04-26,10.964849854674458,33.946744826633214,2307.35532084471,550.6932553270143,31.6478028114533,39928.7902285082
2021-04-27,12.130440408658167,37.94415718429781,2532.3868028851084,644.0759956186644,35.10948124465349,45328.30893852002
2021-04-28,14.166670820699341,39.3945262241258,2662.1899759705298,652.5358563059475,36.676554100192114,49523.18452904098
2021-04-29,14.25137791882699,42.77086929696888,2748.7845851218613,647.615269776852,36.224732232073194,48034.095773777655
2021-04-30,14.051804062883399,41.08036554787755,2757.497552304977,643.8274175388118,36.360929124458444,46952.008861875176
2021-05-01,14.364039451589916,40.5754054233366,2776.70371169874,743.2315227865583,38.11616820873616,49011.72687021838
2021-05-02,14.785176022585816,40.08584326017409,2946.0910412729286,806.8936546000683,41.02565082582922,49781.479499079935
2021-05-03,13.893471427918167,42.417421270916286,2953.777448939646,810.6935726003665,39.47135092469549,48253.15182077026
2021-05-04,14.395239562875373,42.27750794774171,3438.1430926954904,827.8949903054463,42.03892545362248,53497.41463739713
2021-05-05,12.938092364640593,42.88409662272933,3245.663148933579,737.2607825912061,45.29975172907699,50214.73494761386
